"DVD_Title","Studio","Released","Status","Sound","Versions","Price","Rating","Year","Genre","Aspect","UPC","DVD_ReleaseDate","ID","Timestamp"
"Coffin (2008)","Breaking Glass Pictures",,"Out","2.0","LBX, 16:9",24.99,"NR","2008","Horror","1.85:1","853937002742",2011-08-30 00:00:00,209305,2012-06-02 00:00:00
"Coffin (2011)","MTI",,"Out","2.0","LBX, 16:9",24.95,"NR","2011","Suspense/Thriller","2.35:1","039414582017",2012-08-14 00:00:00,228844,2012-08-14 00:00:00
"Coffin Baby","Image",,"Out","5.1","LBX, 16:9",27.97,"NR","2013","Horror","1.78:1","014381949520",2013-07-09 00:00:00,246436,2013-07-09 00:00:00
"Coffin Joe Trilogy (Limited Special Edition/ Box Set)","Fantoma Films",,"Discontinued","SUB","LBX",59.98,"NR","VAR","Horror","1.66:1","695026703020",2003-09-30 00:00:00,32344,2008-07-19 00:00:00
"Coffin Joe Trilogy (Limted Edition)","Image",,"Discontinued","1.0","LBX",59.99,"NR","VAR","Horror","1.66:1","014381322224",2002-10-08 00:00:00,19955,2006-01-18 00:00:00
"Coffin Joe: At Midnight I'll Take Your Soul (Fantoma Films)","Fantoma Films",,"Discontinued","1.0","LBX, 16:9",19.98,"NR","1964","Horror","1.66:1","695026701224",2003-07-29 00:00:00,30274,2008-10-15 00:00:00
"Coffin Joe: At Midnight I'll Take Your Soul (Image)","Image",,"Discontinued","1.0","LBX",29.99,"NR","1963","Horror","1.66:1","014381060225",2001-04-03 00:00:00,10113,2003-06-17 00:00:00
"Coffin Joe: Awakening Of The Beast (Fantoma Films)","Fantoma Films",,"Discontinued","1.0","LBX, 16:9",19.98,"NR","1970","Horror","1.66:1","695026701422",2003-07-29 00:00:00,30275,2015-06-07 00:00:00
"Coffin Joe: Awakening Of The Beast (Image)","Image",,"Discontinued","1.0","LBX",29.99,"NR","1969","Horror","1.66:1","014381060423",2001-04-03 00:00:00,10114,2003-06-17 00:00:00
"Coffin Joe: This Night I Will Possess Your Corpse (Fantoma Films)","Fantoma Films",,"Discontinued","1.0","LBX, 16:9",19.98,"NR","1967","Horror","1.66:1","695026701323",2003-07-29 00:00:00,30280,2008-07-19 00:00:00
"Coffin Joe: This Night I'll Possess Your Corpse (Image)","Image",,"Discontinued","SUB","LBX",29.99,"NR","1967","Horror","1.66:1","014381060324",2001-04-03 00:00:00,10286,2003-06-17 00:00:00
"Coffin Rock","MPI",,"Out","2.0","LBX",24.98,"NR","2009","Horror","2.35:1","030306953595",2010-10-12 00:00:00,187520,2010-10-12 00:00:00
"Coffman's Method Of Conduit Bending (Book w/ DVD)","Delmar",,"Out","2.0","4:3",106.95,"NR","2008","Special Interest","1.33:1","9781111321260",2008-06-02 00:00:00,198638,2015-06-01 00:00:00
"Coffret Coluche (3-Disc): Deux Heures Moins Le Quart Avant Jesus Christ / Tchao Pantin / Inspecteur La Bavure","Pathe Renn Productions",,"Out","2.0","4:3",34.99,"NR","VAR","Foreign","1.33:1","625712506994",2007-12-24 00:00:00,127942,2007-12-22 00:00:00
"Coffy (MGM/UA) / Friday Foster","MGM/UA",,"Discontinued","1.0","LBX, 16:9",14.98,"R","VAR","Action/Adventure","1.85:1","883904144755",2009-09-01 00:00:00,162842,2015-04-23 00:00:00
"Coffy (MGM/UA/ Special Edition)","MGM/UA",,"Discontinued","1.0","LBX",14.98,"R","1973","Action/Adventure","1.85:1","027616857835",2001-11-13 00:00:00,8920,2015-04-23 00:00:00
"Coffy (Olive Films)","Olive Films",,"Out","1.0","LBX, 16:9",24.95,"R","1973","Action/Adventure","1.85:1","887090100502",2015-06-09 00:00:00,278996,2015-06-09 00:00:00
"Coffy (Olive Films/ Blu-ray)","Olive Films",,"Out","1.0 DTS-HD","LBX, 16:9, BLU-RAY",29.95,"R","1973","Action/Adventure","1.85:1","887090100601",2015-06-09 00:00:00,279000,2015-06-09 00:00:00
"Cognitive Behavioral Therapy For Anxiety (Book w/ DVD)","W.W. Norton & Company",,"Out","2.0","4:3",23.95,"NR","2013","Special Interest","1.33:1","9780393708271",2013-09-09 00:00:00,251840,2013-09-03 00:00:00
"Cognitive Behavioral Therapy For Depression (Book w/ DVD)","W.W. Norton & Company",,"Out","2.0","4:3",23.95,"NR","2013","Special Interest","1.33:1","9780393708288",2013-09-09 00:00:00,251778,2013-09-03 00:00:00
"Cognitive Behavioral Therapy For Obsessive-Compulsive Disorder","American Psychological Assoc.",,"Out","2.0","4:3",99.95,"NR","2015","Special Interest","1.33:1","9781433820052",2015-04-13 00:00:00,275710,2015-04-07 00:00:00
"Cognitive Coaching: A Process For Teaching And Learning","Films for the Humanities ...",,"Discontinued","2.0","4:3",49.95,"NR","UNK","Special Interest","1.33:1","9786313132409",2009-07-28 00:00:00,207739,2011-06-04 00:00:00
"Cognitive Defusion","New Harbinger Publications",,"Out","2.0","4:3",59.95,"NR","2007","Special Interest","1.33:1","9781572245297",2007-11-15 00:00:00,226741,2012-04-18 00:00:00
"Cognitive Development","Films for the Humanities ...",,"Discontinued","2.0","4:3",149.95,"NR","UNK","Special Interest","1.33:1","9781421363530",2007-05-15 00:00:00,207615,2011-06-04 00:00:00
"Cognitive Development (Alternate ISBN)","Films for the Humanities ...",,"Discontinued","2.0","4:3",275.95,"NR","UNK","Special Interest","1.33:1","9781421322414",2007-05-29 00:00:00,207585,2011-06-04 00:00:00
"Cognitive Processing Skills In English: The Teacher Set, 2527 (Book w/ DVD)","Dawn Sign Press",,"Out","2.0","4:3",84.95,"NR","2000","Special Interest","1.33:1","9781581211658",2000-07-31 00:00:00,158606,2009-04-08 00:00:00
"Cognitive Restructuring Of Automatic Thoughts","American Psychological Assoc.",,"Out","2.0","4:3",99.95,"NR","2015","Special Interest","1.33:1","9781433819742",2015-02-16 00:00:00,275741,2015-02-10 00:00:00
"Cognitive Therapy","American Psychological Assoc.",,"Out","2.0","4:3",99.95,"NR","2006","Special Interest","1.33:1","9781591473503",2006-01-31 00:00:00,177207,2010-02-19 00:00:00
"Cognitive Therapy Over Time","American Psychological Assoc.",,"Out","2.0","4:3",399,"NR","2010","Special Interest","1.33:1","9781433808142",2010-05-31 00:00:00,198283,2011-02-02 00:00:00
"Cognitive-Affective Behavior Therapy","American Psychological Assoc.",,"Out","2.0","4:3",99.95,"NR","2007","Special Interest","1.33:1","9781591478126",2007-06-30 00:00:00,214709,2011-08-27 00:00:00
"Cognitive-Behavior Therapy For Children And Adolescents (Book w/ DVD)","American Psychiatric Pub.",,"Out","2.0","4:3",78,"NR","2012","Special Interest","1.33:1","9781585624065",2012-01-16 00:00:00,222169,2014-01-07 00:00:00
"Cognitive-Behavior Therapy For Depression: Activity Scheduling","American Psychological Assoc.",,"Out","2.0","4:3",99.95,"NR","2007","Special Interest","1.33:1","9781591474333",2007-01-31 00:00:00,235267,2012-10-03 00:00:00
"Cognitive-Behavior Therapy For Severe Mental Illness: An Illustrated Guide (Book w/ DVD)","American Psychiatric Pub.",,"Out","2.0","4:3",74,"NR","2008","Special Interest","1.33:1","9781585623211",2008-07-15 00:00:00,190478,2014-01-07 00:00:00
"Cognitive-Behavior Therapy With Donald Meichenbaum","American Psychological Assoc.",,"Out","2.0","4:3",99.95,"NR","UNK","Special Interest","1.33:1","9781591479284",2007-06-30 00:00:00,190248,2010-09-30 00:00:00
"Cognitive-Behavioral Family Therapy","American Psychological Assoc.",,"Out","2.0","4:3",99.95,"NR","2011","Special Interest","1.33:1","9781433810626",2011-09-15 00:00:00,227440,2012-05-02 00:00:00
"Cognitive-Behavioral Therapy For Clients With Anxiety And Panic","American Psychological Assoc.",,"Out","2.0","4:3",99.95,"NR","2011","Special Interest","1.33:1","9781433809453",2011-02-15 00:00:00,198391,2011-02-15 00:00:00
"Cognitive-Behavioral Therapy For Clients With Multiple Problems","American Psychological Assoc.",,"Out","2.0","4:3",99.95,"NR","2011","Special Interest","1.33:1","9781433809446",2011-01-31 00:00:00,205152,2011-04-27 00:00:00
"Cognitive-Behavioral Therapy For Perfectionism Over Time","American Psychological Assoc.",,"Out","2.0","4:3",399,"NR","UNK","Special Interest","1.33:1","9781433803239",2008-06-30 00:00:00,176241,2010-02-02 00:00:00
"Cognitive-Behavioral Therapy Strategies","American Psychological Assoc.",,"Out","2.0","4:3",99.95,"NR","2011","Special Interest","1.33:1","9781433809897",2011-05-01 00:00:00,218987,2011-11-11 00:00:00
"Cognitive-Behavioral Treatment For Childhood Ocd: An Integrated Child And Family Approach (DVD-ROM)","Routledge",,"Out","2.0","4:3",105,"NR","2013","Special Interest","1.33:1","9780415841818",2013-05-01 00:00:00,239137,2014-08-06 00:00:00
"Cognitively Impaired Geriatric Patient: Behavior Management And Support","Concept Media",,"Out","2.0","4:3",264.95,"NR","UNK","Special Interest","1.33:1","9781602320161",2007-01-01 00:00:00,183384,2015-07-09 00:00:00
"Cognitively Impaired Geriatric Patient: Characteristics And Behavior","Concept Media",,"Out","2.0","4:3",264.95,"NR","UNK","Special Interest","1.33:1","9781602320154",2007-01-01 00:00:00,183284,2015-07-09 00:00:00
"Cognitively Impaired Geriatric Patient: The Complete Series","Concept Media",,"Out","2.0","4:3",1035.95,"NR","UNK","Special Interest","1.33:1","9781602322264",2007-01-01 00:00:00,183260,2015-06-07 00:00:00
"Cognitively Impaired Geriatric Patient: The Disruptive Geriatric Patient","Concept Media",,"Out","2.0","4:3",264.95,"NR","UNK","Special Interest","1.33:1","9781602320147",2007-01-01 00:00:00,183374,2015-07-09 00:00:00
"Cohasset Snuff Film","R2 Films",,"Out","2.0","LBX, 16:9",14.95,"NR","2012","Horror","1.85:1","091037541581",2014-02-18 00:00:00,257159,2014-02-18 00:00:00
"Coheed & Cambria: The Good Apollo I'm Burning Star IV, Vol. 1 (DVD/CD Combo/ Special Edition)","Sony Music",,"Discontinued","2.0","4:3",15.98,"NR","UNK","Music","1.33:1","828767552828",2005-12-13 00:00:00,122140,2012-10-04 00:00:00
"Coheed & Cambria: The Last Supper: Live At The Hammerstein Ballroom","Sony Music",,"Discontinued","2.0","4:3",11.98,"NR","UNK","Music","1.33:1","828768671092",2006-10-31 00:00:00,95616,2013-06-24 00:00:00
"Coheed And Cambria: Live At The Starland Ballroom (DVD/CD Combo)","Sony Music",,"Discontinued","2.0","4:3",13.98,"NR","2005","Music","1.33:1","074645880099",2005-03-22 00:00:00,60526,2012-10-05 00:00:00
"Coheed And Cambria: Live At The Starland Ballroom (DVD/CD Combo/ Jewel Case)","Sony Music",,"Out","2.0","4:3",13.98,"NR","2005","Music","1.33:1","074645886794",2005-03-22 00:00:00,60781,2009-06-28 00:00:00
"Coheed And Cambria: Live At The Starland Ballroom (UMD)","Sony Music",,"Discontinued","2.0","4:3, UMD",24.98,"NR","UNK","Music","1.33:1","827969651490",2005-10-04 00:00:00,72511,2014-01-24 00:00:00
"Coheed And Cambria: Neverender","Sony Norte",,"Out","2.0","4:3",17.98,"NR","UNK","Music","1.33:1","886974223191",2009-03-24 00:00:00,154806,2010-04-28 00:00:00
"Coheed And Cambria: Neverender (Children Of The Fence Edition / DVD/CD Combo)","Sony Norte",,"Discontinued","2.0","4:3",119.98,"NR","UNK","Music","1.33:1","886974387428",2009-03-24 00:00:00,154784,2013-06-24 00:00:00
"Coheed And Cambria: No World For Tomorrow (DVD/CD Combo/ Deluxe Edition/ Jewel Case/ Clean Version)","Sony Music",,"Out","2.0","4:3",17.98,"NR","UNK","Music","1.33:1","886971762020",2007-10-23 00:00:00,122265,2009-08-30 00:00:00
"Coheed And Cambria: No World For Tomorrow (DVD/CD Combo/ Deluxe Edition/ Jewel Case/ Explicit Version)","Sony Music",,"Out","2.0","4:3",17.98,"NR","UNK","Music","1.33:1","886970606028",2007-10-23 00:00:00,122239,2009-08-30 00:00:00
"Coheed And Cambria: Year Of The Black Rainbow (DVD/CD Combo w/ Book)","Sony Music",,"Discontinued","2.0","4:3",54.98,"NR","UNK","Music","1.33:1","886976570323",2010-04-13 00:00:00,177268,2012-10-04 00:00:00
"Cohen & Tate (MGM/UA/ Limited Edition Collection/ On Demand DVD-R)","MGM/UA",,"Out","2.0","LBX, 16:9",19.98,"R","1988","Thriller","1.85:1","883904240327",2011-03-15 00:00:00,206987,2013-04-17 00:00:00
"Cohen & Tate (Shout! Factory/ Blu-ray)","Shout! Factory",,"Out","2.0","LBX, 16:9, BLU-RAY",19.97,"R","1988","Thriller","1.85:1","826663141573",2013-07-09 00:00:00,245946,2013-07-09 00:00:00
"Coherence","Oscilloscope Pictures",,"Out","2.0","LBX, 16:9",34.99,"NR","2013","SciFi","1.85:1","857490005059",2015-01-20 00:00:00,272973,2015-01-21 00:00:00
"Coicent (Blu-ray) / Five Numbers (Blu-ray)","Sentai FilmWorks",,"Out","SUB","LBX, 16:9, BLU-RAY",39.98,"MA13","VAR","Anime","1.85:1","814131017710",2011-11-22 00:00:00,214514,2011-11-23 00:00:00
"Coicent / Five Numbers","Sentai FilmWorks",,"Out","SUB","LBX, 16:9",29.98,"MA13","VAR","Anime","1.85:1","814131012029",2011-11-22 00:00:00,214518,2011-11-23 00:00:00
"Coins And Medals: The Small Change","Films for the Humanities ...",,"Discontinued","2.0","4:3",99.95,"NR","UNK","Special Interest","1.33:1","9786313793129",2010-08-03 00:00:00,208024,2011-06-04 00:00:00
"Coins In The Fountain","Direct Source",,"Discontinued","2.0","4:3",5.99,"NR","1990","Action/Adventure","1.33:1","779836227393",2006-11-28 00:00:00,98440,2009-02-11 00:00:00
"Cointelpro 101","PM Press",,"Out","2.0","4:3",19.95,"NR","2011","Special Interest","1.33:1","9781604865226",2011-05-01 00:00:00,202642,2011-04-26 00:00:00
"Coisa Mais Linda: Historias E Casos Da Bossa Nova","Sony International",,"Discontinued","2.0","4:3",75.98,"NR","2005","Foreign","1.33:1","7892770011774",2006-12-12 00:00:00,101893,2008-10-24 00:00:00
"Coke On The Rocks? (Films For the Humanities ...)","Films for the Humanities ...",,"Discontinued","2.0","4:3",99.95,"NR","UNK","Documentary","1.33:1","9786312320968",2008-07-22 00:00:00,207691,2011-07-01 00:00:00
"Coke On The Rocks? (Open University)","Open University",,"Discontinued","2.0","4:3",99.95,"NR","UNK","Documentary","1.33:1","9786313242191",2009-09-22 00:00:00,168699,2011-06-04 00:00:00
"Coke Water Bombs: The Dasani Fiasco","Films for the Humanities ...",,"Discontinued","2.0","4:3",99.95,"NR","UNK","Documentary","1.33:1","9781421319773",2006-08-29 00:00:00,207913,2011-06-04 00:00:00
"Cokeville Miracle","Excel Entertainment",,"Out","2.0","LBX, 16:9",24.99,"PG-13","2015","Family","1.78:1","783027014396",2015-09-08 00:00:00,283931,2015-09-15 00:00:00
"Col Pozo: Dance Swing","Gaiam",,"Discontinued","2.0","4:3",9.98,"NR","UNK","Special Interest","1.33:1","018713534996",2005-03-26 00:00:00,141100,2009-01-10 00:00:00
"Cola Wars: Message In A Bottle","Films for the Humanities ...",,"Discontinued","2.0","4:3",99.95,"NR","UNK","Documentary","1.33:1","9780736599962",2005-11-08 00:00:00,207887,2011-06-04 00:00:00
"Colameco's Kitchen Survival Guide","Films for the Humanities ...",,"Discontinued","2.0","4:3",239.85,"NR","UNK","Special Interest","1.33:1","9781421359649",2007-05-29 00:00:00,207654,2011-06-04 00:00:00
"Colbert Christmas: The Greatest Gift Of All!","Paramount",,"Out","2.0","4:3",19.99,"NR","2008","Comedy","1.33:1","097368929340",2008-11-25 00:00:00,143120,2008-11-21 00:00:00
"Colbert Christmas: The Greatest Gift Of All! (Alternate UPC)","Paramount",,"Out","2.0","4:3",6.99,"NR","2008","TV Classics","1.33:1","097368929388",2008-11-25 00:00:00,149594,2015-08-27 00:00:00
"Colbert Christmas: The Greatest Gift Of All! (Checkpoint)","Paramount",,"Out","2.0","4:3",19.99,"NR","2008","Comedy","1.33:1","097368929326",2008-11-25 00:00:00,149636,2008-11-21 00:00:00
"Colbert Report: Best Of The Colbert Report","Paramount",,"Out","2.0","4:3",19.99,"NR","2006","TV Classics","1.33:1","097368524743",2007-11-06 00:00:00,117802,2007-08-09 00:00:00
"Colbert Report: Best Of The Colbert Report (Checkpoint)","Paramount",,"Out","2.0","4:3",19.99,"NR","2006","TV Classics","1.33:1","097368524729",2007-11-06 00:00:00,133649,2008-03-11 00:00:00
"Colbys: The Complete Series","Shout! Factory",,"Out","2.0","4:3",119,"NR","VAR","TV Classics","1.33:1","826663157598",2015-05-12 00:00:00,275956,2015-05-12 00:00:00
"Cold","Beauty Media",,"Discontinued","SUB","4:3",19.99,"NR","UNK","Special Interest","1.33:1","6937475386183",2007-07-14 00:00:00,146231,2010-12-07 00:00:00
"Cold And Dark","First Look",,"Out","2.0","4:3",9.98,"R","2005","Horror","1.33:1","687797109194",2005-06-14 00:00:00,62781,2007-07-04 00:00:00
"Cold Around The Heart","Anchor Bay",,"Discontinued","2.0","4:3",9.98,"NR","1997","Drama","1.33:1","013131485295",2006-09-26 00:00:00,90012,2009-01-24 00:00:00
"Cold As Summer","Parlour Picture",,"Discontinued","SUB","LBX",24.95,"NR","2002","Foreign","1.85:1","892131001021",2006-08-29 00:00:00,89847,2010-02-19 00:00:00
"Cold Blood (1975/ Mac Films)","Mac Films",,"Out","2.0","4:3",4.99,"NR","1975","Foreign","1.33:1","879431000756",2007-07-31 00:00:00,116019,2007-07-15 00:00:00
"Cold Blood (1975/ Mill Creek Entertainment)","Mill Creek Entertainment",,"Discontinued","2.0","4:3",5.99,"NR","1975","Foreign","1.33:1","826831010076",2004-06-01 00:00:00,44540,2007-07-15 00:00:00
"Cold Blood (2001/ a.k.a. Freez'er/ Special Edition)","Heretic Films",,"Discontinued","2.0","LBX",19.95,"NR","2001","Horror","1.85:1","789577199620",2005-09-27 00:00:00,69890,2008-07-26 00:00:00
"Cold Blood (2005)","BFS Entertainment",,"Out","2.0","4:3",19.98,"NR","2005","Suspense/Thriller","1.33:1","625712520594",2008-01-22 00:00:00,127217,2007-12-07 00:00:00
"Cold Blood (UNK)","905 Studios",,"Discontinued","2.0","4:3",7.99,"R","UNK","Drama","1.33:1","893520001127",2006-10-24 00:00:00,94337,2008-10-18 00:00:00
"Cold Blooded (2000)","MTI",,"Discontinued","2.0","4:3",9.98,"R","2000","Mystery/Suspense","1.33:1","619935403833",2000-10-31 00:00:00,7932,2014-01-09 00:00:00
"Cold Blooded (2012)","Uncork'd Entertainment",,"Out","2.0","LBX, 16:9",29.98,"NR","2012","Action/Adventure","1.85:1","625828627583",2014-03-25 00:00:00,257895,2015-08-29 00:00:00
"Cold Blooded Classics: Kill Castro / Murder Once Removed","Alpha Video",,"Out","2.0","4:3",7.98,"NR","VAR","Action/Adventure","1.33:1","089218573094",2008-12-30 00:00:00,148231,2008-10-31 00:00:00
"Cold Blooded Killers Collection: The Hoodlum / Five Minutes To Live / The Big Bluff / They Made Me A Killer / Crime Inc. / ...","Pop Flix",,"Out","2.0","4:3",6.98,"NR","VAR","Drama","1.33:1","723721737368",2012-08-14 00:00:00,228448,2012-08-14 00:00:00
"Cold Blooded Killers: The Investigators Series","Echo Bridge",,"Out","2.0","4:3",9.99,"NR","VAR","Documentary","1.33:1","096009320942",2014-08-12 00:00:00,265248,2014-08-12 00:00:00
"Cold Case Files: The Most Infamous Cases","A&E Video",,"Discontinued","2.0","4:3",19.98,"NR","VAR","TV Classics","1.33:1","733961718461",2005-04-26 00:00:00,58431,2014-02-28 00:00:00
"Cold Comes The Night","Sony Pictures",,"Out","5.1","LBX, 16:9",14.99,"R","2013","Drama","1.85:1","043396424531",2014-03-04 00:00:00,257868,2015-02-02 00:00:00
"Cold Comes The Night (Blu-ray)","Sony Pictures",,"Out","5.1 TRUEHD","LBX, 16:9, BLU-RAY",19.99,"R","2013","Drama","1.85:1","043396431324",2014-03-04 00:00:00,257872,2015-02-02 00:00:00
"Cold Comfort Farm","Universal",,"Out","SUR","LBX, 16:9",14.98,"PG","1995","Comedy","1.66:1","025192264924",2003-07-01 00:00:00,28038,2014-03-12 00:00:00
"Cold Creek Manor (Blu-ray)","Buena Vista",,"Out","5.1 DTS-HD","LBX, 16:9, BLU-RAY",14.99,"R","2003","Thriller","1.85:1","786936826647",2012-09-04 00:00:00,228638,2013-08-22 00:00:00
"Cold Creek Manor (Special Edition)","Buena Vista",,"Out","5.1","LBX, 16:9",6.25,"R","2003","Thriller","1.85:1","786936226393",2004-03-02 00:00:00,37136,2015-06-15 00:00:00
"Cold Creepy Feeling: Paranormal Exorcism","World Wide Multi Media",,"Out","2.0","4:3",19.95,"NR","2010","Horror","1.33:1","886470232130",2012-01-24 00:00:00,219456,2012-01-24 00:00:00
"Cold Day In Hell (2007)","York Entertainment",,"Discontinued","2.0","4:3",24.99,"NR","2007","Comedy","1.33:1","750723140827",2007-06-05 00:00:00,108354,2011-04-02 00:00:00
"Cold Day In Hell (2011)","Lions Gate",,"Out","2.0","LBX, 16:9",19.98,"PG-13","2011","Western","1.85:1","031398136521",2011-06-14 00:00:00,203091,2012-02-17 00:00:00
"Cold Desire","NuTech Digital",,"Discontinued","SUR","4:3",24.95,"NR","1999","Mystery/Suspense","1.33:1","066479101563",1999-06-01 00:00:00,1292,2008-04-07 00:00:00
"Cold Dog Soup","Image",,"Discontinued","2.0","LBX, 16:9",14.98,"NR","1990","Comedy","1.85:1","014381657227",2011-02-01 00:00:00,194225,2014-02-02 00:00:00
"Cold Dog Soup (Blu-ray)","Image",,"Discontinued","2.0","LBX, 16:9, BLU-RAY",17.97,"NR","1990","Comedy","1.85:1","014381667554",2011-01-18 00:00:00,192218,2014-02-02 00:00:00
"Cold Equations (Echo Bridge)","Echo Bridge",,"Out","2.0","4:3",6.99,"NR","1996","SciFi","1.33:1","096009943691",2010-06-01 00:00:00,179635,2010-06-06 00:00:00
